Hardwork,Skills,Label
14.368486055089013,8.250452929631559,C Tier
27.047338455734216,19.647767954500676,C Tier
21.175162812116103,70.36430764927863,B Tier
40.59525307546605,53.28536935650807,B Tier
54.821932341028116,60.763166156701566,B Tier
75.74550224863764,11.203318553886007,D Tier
60.37508715401853,56.73411460808017,B Tier
55.27816396097767,11.688830067946995,D Tier
39.685962634432116,70.37600781376686,B Tier
23.236372022732517,10.275827391552008,C Tier
63.260888915497574,7.833181101508437,D Tier
71.64235855086554,11.042552610963611,D Tier
54.388574678111624,59.69390824867807,B Tier
54.52146506829662,52.313398958207735,B Tier
54.76281472621038,31.733685523018657,B Tier
66.84259447770765,3.4546932999236057,C Tier
22.052964222252825,11.914418453075001,C Tier
66.74577384027972,15.095747569512127,D Tier
97.44535919520875,72.11522119065644,A Tier
89.70053050515354,91.38174408436633,A Tier
69.36690052925597,40.54067400536147,B Tier
47.495030283384835,68.1878595509659,B Tier
79.83840319643248,11.23372888584165,D Tier
26.268695891544688,56.57095053178659,B Tier
39.24834460755552,71.60826422332065,B Tier
63.214955682274095,60.183711814769126,B Tier
40.993503521090076,44.9820733388203,B Tier
15.91155877161211,7.9888471815990245,C Tier
39.479941714853226,37.28106002094901,B Tier
74.92043087474102,15.893858178236975,D Tier
63.57412308710859,19.90392224483854,D Tier
35.3692177027235,45.298612748262116,B Tier
56.30501142834463,50.43650274387133,B Tier
48.43168820944324,69.89950233348009,B Tier
42.18881910609707,35.20963752604707,B Tier
20.35387193447147,4.806755885421027,C Tier
65.87538881867854,14.503122739900235,D Tier
15.040307372200823,12.11063533508068,C Tier
67.70673995775819,54.96710997157073,D Tier
36.263105675171154,40.8994068589962,B Tier
17.151700372549083,3.982253535500684,C Tier
8.723536719300451,11.821285508033908,C Tier
40.820751335060734,30.40879095725333,B Tier
16.27613758783315,8.407130626275299,C Tier
52.57331147819117,63.289928195510306,B Tier
76.4239872721883,6.3430532168283875,D Tier
21.02102415536013,59.64346387132741,B Tier
82.7690504174052,88.66494213499146,A Tier
53.71028800014595,50.38446545330733,B Tier
68.56030248293789,22.478828893768494,D Tier
60.728593956104035,48.437996178160205,B Tier
5.724436195384386,78.28155535736046,D Tier
52.61569096043391,57.78955859282422,B Tier
69.45899385149711,8.644310735049494,D Tier
49.24046326210991,68.50452929098228,B Tier
64.89015714155704,8.680733808530157,D Tier
68.74794141740475,19.833827169162596,D Tier
64.04671456673059,72.73436586482336,B Tier
75.12185167915342,15.37681515426955,D Tier
48.81791251519759,47.90196229510531,B Tier
53.382133118942555,49.05517149258283,B Tier
22.581918173923242,39.82410510977445,B Tier
22.28148904967029,7.517720184220754,C Tier
43.073682715095316,35.39905456105815,B Tier
12.877112808238337,13.548669527308213,C Tier
91.92860485696163,34.655198965816325,C Tier
34.78948910853194,55.487674800754306,B Tier
86.66317939647254,80.94208690949009,A Tier
24.640408227331292,68.0634606474894,B Tier
73.50900017641445,19.557872754489566,D Tier
14.829584917594683,7.549166009046068,C Tier
53.72362229273958,55.44633334530782,B Tier
58.57254886806095,79.0703816238424,B Tier
68.13272191242909,4.909516582199444,D Tier
71.87175470181103,21.12104482221909,D Tier
64.60134248113546,41.45082254382639,B Tier
67.92445376064208,11.873768937422746,D Tier
7.161258036147419,6.068576522732611,C Tier
72.12173288914593,16.482606786036904,D Tier
36.5658720865136,48.75843221125633,B Tier
68.12479103630523,7.5002878387373215,D Tier
5.920890647446503,13.204539370689115,C Tier
23.622615103756374,61.838818495144835,B Tier
55.17443112609213,64.67708955167734,B Tier
37.394125140422204,66.12470776417237,B Tier
31.925741514293996,55.07188494129278,B Tier
48.90674452858681,73.7445004999404,B Tier
21.12677993826235,49.33344956750213,B Tier
8.47965905055191,10.615884756723819,C Tier
47.09419525726608,46.616669963149164,B Tier
27.630464649587324,58.42146820502362,B Tier
39.8067209965008,64.43609736661477,B Tier
63.44509655086226,43.686450590745025,B Tier
57.21594903283743,48.993770043277436,B Tier
25.77492127629028,15.645550962948933,C Tier
45.42577584188501,40.14919097463555,B Tier
57.35956578303638,26.86594354398083,A Tier
36.01475820931952,67.87057086530993,B Tier
0.7123408701139811,84.58374323885577,C Tier
40.29110469997283,50.05189325965328,B Tier
86.40094325020334,86.26897511761305,A Tier
14.541475255726564,5.912812845769002,C Tier
92.96447443894563,76.48322783970045,A Tier
58.81821848212569,44.033659090399766,B Tier
30.437517270420642,69.27125718982508,B Tier
32.1446514133587,56.037269854722474,B Tier
87.92171157264215,86.32141498715558,A Tier
35.734882519938225,33.74174351636677,B Tier
35.3743094413381,54.6889346770171,B Tier
89.5119137542441,13.390220181954533,D Tier
69.13739563132786,20.737204069293618,D Tier
63.95812922171246,14.720110785347998,D Tier
75.43218575685522,15.687862008431907,D Tier
52.137322545677,71.72732832650554,B Tier
67.37868248550909,70.02710393303731,B Tier
68.79520300419084,7.916279261407517,D Tier
33.98154656446977,46.42696463734308,B Tier
69.77812939387252,78.89151672380724,B Tier
44.330063700283276,56.4406358938336,B Tier
66.82774909314075,44.524301719931046,D Tier
37.894185997097594,72.42509305882783,B Tier
63.01632798815102,44.893451132342335,B Tier
16.532980686568855,8.352720603933049,C Tier
44.50304211392208,67.53166926171042,B Tier
79.547991377852,18.76737012793066,D Tier
11.753113136915868,15.652324879915886,C Tier
41.71901926538408,63.80957707308203,B Tier
61.61391638345495,38.49049602550938,B Tier
83.63412451162837,7.779801219285909,B Tier
93.33263707692574,35.84922119802426,A Tier
46.66724084072727,59.88788522295472,B Tier
5.231229720129196,13.451372376374787,C Tier
49.78258242336484,52.26820541632682,B Tier
26.32286244397426,71.49251330316699,B Tier
25.56521371813404,7.137451635045087,C Tier
27.48466438593858,52.12550263213029,B Tier
16.547255677318795,12.669240676292153,C Tier
89.87242790463443,78.67328551421932,A Tier
44.70741074840493,54.499596551611376,B Tier
20.569530496266665,4.155890381202155,C Tier
10.744026738842422,16.58292656167644,C Tier
48.00799267168476,80.83626848262803,B Tier
3.532558800555305,19.679251462548734,C Tier
9.176688459382138,5.842241268672933,C Tier
75.2738059524074,86.56999122318251,A Tier
22.066873658953142,25.177114161164106,C Tier
38.423901311846954,43.80456820237352,B Tier
37.81505541736346,63.43348875859108,B Tier
17.406229557155825,10.073767722638268,C Tier
79.67273366105823,13.866399539148915,D Tier
53.81202846044862,54.817804416019,B Tier
18.51641190381394,8.429876078811049,C Tier
52.52997603561184,61.32653321903791,B Tier
75.621247092335,22.814274860692493,D Tier
15.692268839894727,18.84871426249682,C Tier
21.518120725571674,13.342820461794155,C Tier
64.18904229894181,36.11189914267547,B Tier
70.24055168875033,7.756885166477126,D Tier
43.53152619287771,85.71922116206666,A Tier
77.53005395952103,22.325684035638282,D Tier
52.658678104529386,53.23422469840428,B Tier
14.39166813516146,20.82819163568651,C Tier
10.99133903205267,12.272219811086709,C Tier
36.07824857909223,66.25916777188456,B Tier
19.200453958302322,33.27529013165727,B Tier
6.085588666722383,23.315283437121316,C Tier
27.611910657350002,48.869939625492165,B Tier
31.254432361720276,39.925516281699416,C Tier
5.762576229832666,14.58888535394868,C Tier
14.358790005463444,10.695219673808607,C Tier
73.39853125488739,7.285419527492856,D Tier
65.88068136847947,24.512959641945756,D Tier
77.22032474463758,49.71876814140407,C Tier
66.89388634076627,60.92119075438609,B Tier
35.932929540325624,60.52355984353285,B Tier
64.00466931187682,64.61089972010174,B Tier
68.12101410325864,10.537654191512516,D Tier
11.647645783686622,11.192476124585337,C Tier
5.477678965259091,11.66768127848879,C Tier
43.985806764023394,61.83136545422966,B Tier
19.677147929366818,79.51317551677471,B Tier
30.24317565105936,78.3132851973691,A Tier
38.71877874342927,56.22651106745387,B Tier
93.19667528615075,80.19406743791421,A Tier
75.49201932266575,22.287177364479014,D Tier
71.68170068098684,14.45263992821394,D Tier
25.426998066134203,70.59780156152831,B Tier
62.457753870029975,48.189449315011636,B Tier
12.092089778993273,7.53204976772416,C Tier
64.9239080819676,14.91832030565228,D Tier
5.34218731829727,7.830898319221788,C Tier
95.2053479408998,81.91252710404308,A Tier
21.609507790264146,43.98267101266893,B Tier
82.876896899845,85.8148313864387,A Tier
53.15427298213298,48.16986054489588,B Tier
78.2915298014349,14.027645747305364,D Tier
48.56217712595878,58.760622755124594,B Tier
62.79865176716754,50.650930794272114,B Tier
68.68206110499554,78.62720063283794,A Tier
13.695618406111706,18.122097130854357,C Tier
16.063130844958913,4.901673568646144,C Tier
72.69911450060499,18.294543167811447,D Tier
38.37358445920205,88.73733898378366,D Tier
4.320358185124587,7.912228261312619,C Tier
18.91882092622683,70.7560424117219,B Tier
84.73005009895697,95.70465237139075,A Tier
58.265296161206926,17.125230844712263,D Tier
67.82904395171091,17.070018581597907,D Tier
48.47589995448787,54.72775628891044,B Tier
70.24558975214559,8.18915521220866,D Tier
7.58802622568938,9.639819554669362,C Tier
60.01329690379489,12.678324627375929,D Tier
12.123567710626366,2.325281611305564,C Tier
61.411688886053895,32.37204122910886,B Tier
75.4173645968755,21.228908246862694,D Tier
65.24340232211925,65.55173801072252,B Tier
69.90771648756515,17.90776041709367,D Tier
8.06172510198462,7.110614854628851,C Tier
36.432542692869475,38.75392488158193,B Tier
61.21434769543853,16.07814873211987,D Tier
26.57093469874753,76.15575828229669,B Tier
71.2962240312506,9.318505349246877,D Tier
70.61465392936576,17.238050702486532,D Tier
38.790354248272145,76.31213031797684,B Tier
55.0954484874422,64.73859731746413,B Tier
45.104605181254726,61.205901207307946,B Tier
62.96299046381736,48.91103033942919,B Tier
5.105935163133046,24.240693183185048,A Tier
50.07333950118631,59.56412510524148,B Tier
30.937640716035517,25.55061813855483,C Tier
10.776642027478777,3.890698388988051,C Tier
67.60897907877461,41.28865201678141,B Tier
44.793215729143085,79.39937500145234,B Tier
38.37223409017806,48.08744230412819,B Tier
38.31008649439117,68.4215151175001,B Tier
73.5396984183491,19.52940884180792,D Tier
17.734013614278734,9.110405310350046,C Tier
78.24713383710666,17.18516860659534,D Tier
5.560317521767017,13.39557084234388,C Tier
52.870012489455526,62.646135315270996,B Tier
26.501195209318706,83.14064446589447,B Tier
33.6770802671806,66.01995216149759,B Tier
53.46153413691283,67.80008336212806,B Tier
55.560275380376005,32.40052211716245,B Tier
57.534107683958,53.358913531098935,B Tier
60.096978468381096,14.793018277852411,D Tier
26.730440343496923,38.85743137254824,B Tier
60.50642058738413,73.2393128650037,B Tier
63.842589318918876,20.730023672115934,D Tier
16.91564908525119,9.82050504253393,C Tier
47.76257488643702,16.256571944216635,D Tier
60.58386449621152,2.486544989387127,D Tier
22.623822513618688,4.288589357383464,C Tier
7.584309550020833,1.4470580109410804,C Tier
48.41453252724423,53.80781828730414,B Tier
49.534222261969745,54.42577792680714,B Tier
30.457458090411713,40.39600945914305,B Tier
2.277719523076743,5.085407100138348,C Tier
37.01223262671543,51.09371707498261,B Tier
